Tiempo[ms] �?Z[Ω] Z0[Ω] 
37.742 0.370035 29.181 
37.743 0.376388 29.1745 
37.744 0.38274 29.1679 
37.745 0.389093 29.1614 
37.746 0.395445 29.1549 
37.747 0.401798 29.1483 
37.748 0.40815 29.1418 
37.749 0.414503 29.1352 
37.75 0.420855 29.1287 
37.751 0.427208 29.1221 
37.752 0.428267 29.1221 
37.753 0.423502 29.1221 
37.754 0.414503 29.1221 
37.755 0.404974 29.1581 
37.756 0.393857 29.1581 
37.757 0.380623 29.1581 
37.758 0.364741 29.1941 
37.759 0.353095 29.1941 
37.76 0.347801 29.1941 
37.761 0.341449 29.1941 
37.762 0.335625 29.1941 
37.763 0.335625 29.1941 
37.764 0.341449 29.1941 
37.765 0.349919 29.1581 
37.766 0.359447 29.1581 
37.767 0.372682 29.1581 
37.768 0.389622 29.1221 
37.769 0.401268 29.1221 
37.77 0.406562 29.1221 
37.771 0.400113 29.1319 
37.772 0.393665 29.1418 
37.773 0.387216 29.1516 
37.774 0.380767 29.1614 
37.775 0.374318 29.1712 
37.776 0.367869 29.181 
37.777 0.361421 29.1908 
37.778 0.354972 29.2007 
37.779 0.348523 29.2105 
37.78 0.342074 29.2203 
37.781 0.335625 29.2301 
37.782 0.327155 29.2301 
37.783 0.325038 29.1941 
37.784 0.332449 29.1941 
37.785 0.343037 29.1941 
37.786 0.352036 29.1581 
37.787 0.362624 29.1581 
37.788 0.378505 29.1581 
37.789 0.392269 29.1221 
37.79 0.39968 29.1221 
37.791 0.392798 29.1319 
37.792 0.385916 29.1418 
37.793 0.379034 29.1516 
37.794 0.372153 29.1614 
37.795 0.365271 29.1712 
37.796 0.358389 29.181 
37.797 0.351507 29.1908 
37.798 0.344625 29.2007 
37.799 0.337743 29.2105 
37.8 0.330861 29.2203 
37.801 0.323979 29.2301 
37.802 0.320274 29.2301 
37.803 0.318685 29.2301 
37.804 0.325038 29.1941 
37.805 0.338272 29.1941 
37.806 0.349919 29.1941 
37.807 0.359447 29.1581 
37.808 0.374799 29.1581 
37.809 0.390151 29.1221 
37.81 0.40021 29.1221 
37.811 0.404974 29.1221 
37.812 0.403915 29.1581 
37.813 0.400739 29.1581 
37.814 0.39174 29.1581 
37.815 0.376917 29.1941 
37.816 0.362624 29.1941 
37.817 0.351507 29.1941 
37.818 0.341978 29.1941 
37.819 0.332979 29.2301 
37.82 0.325567 29.2301 
37.821 0.331727 29.2236 
37.822 0.337887 29.217 
37.823 0.344047 29.2105 
37.824 0.350207 29.2039 
37.825 0.356367 29.1974 
37.826 0.362527 29.1908 
37.827 0.368688 29.1843 
37.828 0.374848 29.1778 
37.829 0.381008 29.1712 
37.83 0.387168 29.1647 
37.831 0.393328 29.1581 
37.832 0.394916 29.1581 
37.833 0.39121 29.1581 
37.834 0.382211 29.1581 
37.835 0.369506 29.1941 
37.836 0.356271 29.1941 
37.837 0.342507 29.1941 
37.838 0.328214 29.2301 
37.839 0.317097 29.2301 
37.84 0.308627 29.2301 
37.841 0.300687 29.2301 
37.842 0.29751 29.2301 
37.843 0.300157 29.2301 
37.844 0.30651 29.2301 
37.845 0.315509 29.1941 
37.846 0.326626 29.1941 
37.847 0.340919 29.1581 
37.848 0.356801 29.1581 
37.849 0.368447 29.1581 
37.85 0.376388 29.1581 
37.851 0.36965 29.1647 
37.852 0.362912 29.1712 
37.853 0.356175 29.1778 
37.854 0.349437 29.1843 
37.855 0.3427 29.1908 
37.856 0.335962 29.1974 
37.857 0.329225 29.2039 
37.858 0.322487 29.2105 
37.859 0.31575 29.217 
37.86 0.309012 29.2236 
37.861 0.302275 29.2301 
37.862 0.294334 29.2301 
37.863 0.295393 29.2301 
37.864 0.304922 29.2301 
37.865 0.31498 29.1941 
37.866 0.325567 29.1941 
37.867 0.338802 29.1581 
37.868 0.353624 29.1581 
37.869 0.363682 29.1581 
37.87 0.369506 29.1581 
37.871 0.376917 29.1581 
37.872 0.382211 29.1581 
37.873 0.377976 29.1581 
37.874 0.366329 29.1941 
37.875 0.353095 29.1941 
37.876 0.343037 29.1941 
37.877 0.332979 29.2301 
37.878 0.320803 29.2301 
37.879 0.312862 29.2301 
37.88 0.309686 29.2301 
37.881 0.316183 29.2236 
37.882 0.32268 29.217 
37.883 0.329177 29.2105 
37.884 0.335674 29.2039 
37.885 0.34217 29.1974 
37.886 0.348667 29.1908 
37.887 0.355164 29.1843 
37.888 0.361661 29.1778 
37.889 0.368158 29.1712 
37.89 0.374655 29.1647 
37.891 0.381152 29.1581 
37.892 0.38274 29.1581 
37.893 0.380623 29.1581 
37.894 0.370035 29.1941 
37.895 0.356271 29.1941 
37.896 0.345154 29.1941 
37.897 0.334567 29.1941 
37.898 0.322391 29.2301 
37.899 0.312333 29.2301 
37.9 0.307568 29.2301 
37.901 0.31445 29.2236 
37.902 0.321332 29.217 
37.903 0.328214 29.2105 
37.904 0.335096 29.2039 
37.905 0.341978 29.1974 
37.906 0.34886 29.1908 
37.907 0.355742 29.1843 
37.908 0.362624 29.1778 
37.909 0.369506 29.1712 
37.91 0.376388 29.1647 
37.911 0.383269 29.1581 
37.912 0.382211 29.1581 
37.913 0.377446 29.1581 
37.914 0.368447 29.1941 
37.915 0.356801 29.1941 
37.916 0.345684 29.1941 
37.917 0.336684 29.1941 
37.918 0.329802 29.1941 
37.919 0.32292 29.2301 
37.92 0.313921 29.2301 
37.921 0.304392 29.2301 
37.922 0.300687 29.2301 
37.923 0.303333 29.2301 
37.924 0.310745 29.1941 
37.925 0.322391 29.1941 
37.926 0.336155 29.1941 
37.927 0.351507 29.1581 
37.928 0.364212 29.1581 
37.929 0.374799 29.1581 
37.93 0.386975 29.1221 
37.931 0.379516 29.1319 
37.932 0.372056 29.1418 
37.933 0.364597 29.1516 
37.934 0.357137 29.1614 
37.935 0.349678 29.1712 
37.936 0.342219 29.181 
37.937 0.334759 29.1908 
37.938 0.3273 29.2007 
37.939 0.31984 29.2105 
37.94 0.312381 29.2203 
37.941 0.304922 29.2301 
37.942 0.302804 29.2301 
37.943 0.309157 29.1941 
37.944 0.319215 29.1941 
37.945 0.328744 29.1941 
37.946 0.33986 29.1581 
37.947 0.355742 29.1581 
37.948 0.370564 29.1581 
37.949 0.380093 29.1581 
37.95 0.388034 29.1221 
37.951 0.396504 29.1221 
37.952 0.39968 29.1581 
37.953 0.392269 29.1581 
37.954 0.380093 29.1581 
37.955 0.368447 29.1581 
37.956 0.359447 29.1941 
37.957 0.347272 29.1941 
37.958 0.335625 29.1941 
37.959 0.327685 29.1941 
37.96 0.32292 29.2301 
37.961 0.329802 29.2203 
37.962 0.336684 29.2105 
37.963 0.343566 29.2007 
37.964 0.350448 29.1908 
37.965 0.35733 29.181 
37.966 0.364212 29.1712 
37.967 0.371094 29.1614 
37.968 0.377976 29.1516 
37.969 0.384858 29.1418 
37.97 0.39174 29.1319 
37.971 0.398621 29.1221 
37.972 0.401268 29.1221 
37.973 0.395975 29.1581 
37.974 0.383269 29.1581 
37.975 0.369506 29.1581 
37.976 0.358389 29.1941 
37.977 0.346213 29.1941 
37.978 0.334567 29.1941 
37.979 0.327685 29.1941 
37.98 0.322391 29.2301 
37.981 0.317097 29.2301 
37.982 0.312333 29.2301 
37.983 0.31445 29.1941 
37.984 0.325038 29.1941 
37.985 0.339331 29.1581 
37.986 0.350448 29.1581 
37.987 0.362624 29.1581 
37.988 0.375858 29.1581 
37.989 0.386975 29.1221 
37.99 0.394916 29.1221 
37.991 0.387745 29.1319 
37.992 0.380574 29.1418 
37.993 0.373404 29.1516 
37.994 0.366233 29.1614 
37.995 0.359062 29.1712 
37.996 0.351892 29.181 
37.997 0.344721 29.1908 
37.998 0.33755 29.2007 
37.999 0.33038 29.2105 
38 0.323209 29.2203 
38.001 0.316038 29.2301 
38.002 0.316038 29.1941 
38.003 0.319215 29.1941 
38.004 0.327155 29.1941 
38.005 0.338802 29.1581 
38.006 0.350977 29.1581 
38.007 0.3658 29.1581 
38.008 0.380093 29.1221 
38.009 0.392269 29.1221 
38.01 0.39968 29.1221 
38.011 0.400739 29.1221 
38.012 0.396504 29.1581 
38.013 0.389093 29.1581 
38.014 0.379034 29.1581 
38.015 0.366329 29.1941 
38.016 0.353624 29.1941 
38.017 0.34039 29.1941 
38.018 0.330332 29.1941 
38.019 0.325038 29.1941 
38.02 0.318685 29.2301 
38.021 0.326193 29.2203 
38.022 0.3337 29.2105 
38.023 0.341208 29.2007 
38.024 0.348716 29.1908 
38.025 0.356223 29.181 
38.026 0.363731 29.1712 
38.027 0.371238 29.1614 
38.028 0.378746 29.1516 
38.029 0.386253 29.1418 
38.03 0.393761 29.1319 
38.031 0.401268 29.1221 
38.032 0.399151 29.1581 
38.033 0.389622 29.1581 
38.034 0.377446 29.1581 
38.035 0.366329 29.1581 
38.036 0.353624 29.1941 
38.037 0.33986 29.1941 
38.038 0.330332 29.1941 
38.039 0.325567 29.1941 
38.04 0.317097 29.2301 
38.041 0.308098 29.2301 
38.042 0.30598 29.2301 
38.043 0.313921 29.1941 
38.044 0.325567 29.1941 
38.045 0.335096 29.1941 
38.046 0.345684 29.1581 
38.047 0.361036 29.1581 
38.048 0.374799 29.1581 
38.049 0.383269 29.1581 
38.05 0.390151 29.1221 
38.051 0.382884 29.1319 
38.052 0.375618 29.1418 
38.053 0.368351 29.1516 
38.054 0.361084 29.1614 
38.055 0.353817 29.1712 
38.056 0.34655 29.181 
38.057 0.339283 29.1908 
38.058 0.332016 29.2007 
38.059 0.324749 29.2105 
38.06 0.317482 29.2203 
38.061 0.310215 29.2301 
38.062 0.307039 29.2301 
38.063 0.312333 29.1941 
38.064 0.324509 29.1941 
38.065 0.335096 29.1941 
38.066 0.343037 29.1581 
38.067 0.356801 29.1581 
38.068 0.370564 29.1581 
38.069 0.377446 29.1581 
38.07 0.381152 29.1581 
38.071 0.374078 29.1647 
38.072 0.367003 29.1712 
38.073 0.359929 29.1778 
38.074 0.352854 29.1843 
38.075 0.34578 29.1908 
38.076 0.338705 29.1974 
38.077 0.331631 29.2039 
38.078 0.324557 29.2105 
38.079 0.317482 29.217 
38.08 0.310408 29.2236 
38.081 0.303333 29.2301 
38.082 0.301216 29.2301 
38.083 0.305451 29.1941 
38.084 0.316568 29.1941 
38.085 0.330332 29.1941 
38.086 0.341449 29.1581 
38.087 0.354683 29.1581 
38.088 0.368447 29.1581 
38.089 0.380093 29.1221 
38.09 0.386975 29.1581 
38.091 0.387504 29.1581 
38.092 0.383799 29.1581 
38.093 0.376388 29.1581 
38.094 0.364741 29.1941 
38.095 0.352036 29.1941 
38.096 0.339331 29.1941 
38.097 0.326626 29.2301 
38.098 0.316038 29.2301 
38.099 0.308627 29.2301 
38.1 0.302804 29.2301 
38.101 0.310215 29.2236 
38.102 0.317627 29.217 
38.103 0.325038 29.2105 
38.104 0.332449 29.2039 
38.105 0.33986 29.1974 
38.106 0.347272 29.1908 
38.107 0.354683 29.1843 
38.108 0.362094 29.1778 
38.109 0.369506 29.1712 
38.11 0.376917 29.1647 
38.111 0.384328 29.1581 
38.112 0.380623 29.1581 
38.113 0.372153 29.1581 
38.114 0.362094 29.1941 
38.115 0.349919 29.1941 
38.116 0.334567 29.1941 
38.117 0.321862 29.2301 
38.118 0.316038 29.1941 
38.119 0.313392 29.2301 
38.12 0.30651 29.2301 
38.121 0.299628 29.2301 
38.122 0.299628 29.2301 
38.123 0.307568 29.1941 
38.124 0.316038 29.1941 
38.125 0.326097 29.1941 
38.126 0.337743 29.1581 
38.127 0.353624 29.1581 
38.128 0.365271 29.1581 
38.129 0.373211 29.1581 
38.13 0.381681 29.1221 
38.131 0.374126 29.1319 
38.132 0.36657 29.1418 
38.133 0.359014 29.1516 
38.134 0.351459 29.1614 
38.135 0.343903 29.1712 
38.136 0.336347 29.181 
38.137 0.328792 29.1908 
38.138 0.321236 29.2007 
38.139 0.31368 29.2105 
38.14 0.306125 29.2203 
38.141 0.298569 29.2301 
38.142 0.299098 29.2301 
38.143 0.307568 29.1941 
38.144 0.319215 29.1941 
38.145 0.327685 29.1941 
38.146 0.338802 29.1581 
38.147 0.355212 29.1581 
38.148 0.370564 29.1581 
38.149 0.376917 29.1581 
38.15 0.380623 29.1581 
38.151 0.383269 29.1581 
38.152 0.380623 29.1581 
38.153 0.370035 29.1581 
38.154 0.355742 29.1941 
38.155 0.344096 29.1941 
38.156 0.332979 29.1941 
38.157 0.319215 29.2301 
38.158 0.307568 29.2301 
38.159 0.302275 29.2301 
38.16 0.298569 29.2301 
38.161 0.305547 29.2236 
38.162 0.312525 29.217 
38.163 0.319504 29.2105 
38.164 0.326482 29.2039 
38.165 0.33346 29.1974 
38.166 0.340438 29.1908 
38.167 0.347416 29.1843 
38.168 0.354394 29.1778 
38.169 0.361372 29.1712 
38.17 0.368351 29.1647 
38.171 0.375329 29.1581 
38.172 0.374799 29.1581 
38.173 0.366859 29.1581 
38.174 0.353624 29.1941 
38.175 0.340919 29.1941 
38.176 0.330332 29.1941 
38.177 0.322391 29.1941 
38.178 0.313392 29.2301 
38.179 0.305451 29.2301 
38.18 0.29804 29.2301 
38.181 0.305788 29.2236 
38.182 0.313536 29.217 
38.183 0.321284 29.2105 
38.184 0.329032 29.2039 
38.185 0.33678 29.1974 
38.186 0.344529 29.1908 
38.187 0.352277 29.1843 
38.188 0.360025 29.1778 
38.189 0.367773 29.1712 
38.19 0.375521 29.1647 
38.191 0.383269 29.1581 
38.192 0.377446 29.1581 
38.193 0.369506 29.1581 
38.194 0.358389 29.1941 
38.195 0.344625 29.1941 
38.196 0.329802 29.1941 
38.197 0.317097 29.2301 
38.198 0.307568 29.2301 
38.199 0.300157 29.2301 
38.2 0.292746 29.2301 
38.201 0.290628 29.2301 
38.202 0.294863 29.2301 
38.203 0.302275 29.1941 
38.204 0.310745 29.1941 
38.205 0.320803 29.1941 
38.206 0.334567 29.1581 
38.207 0.350448 29.1581 
38.208 0.361565 29.1581 
38.209 0.370564 29.1581 
38.21 0.377976 29.1581 
38.211 0.369746 29.1647 
38.212 0.361517 29.1712 
38.213 0.353287 29.1778 
38.214 0.345058 29.1843 
38.215 0.336829 29.1908 
38.216 0.328599 29.1974 
38.217 0.32037 29.2039 
38.218 0.31214 29.2105 
38.219 0.303911 29.217 
38.22 0.295682 29.2236 
38.221 0.287452 29.2301 
38.222 0.291158 29.2301 
38.223 0.301216 29.1941 
38.224 0.311803 29.1941 
38.225 0.321332 29.1941 
38.226 0.335096 29.1581 
38.227 0.351507 29.1581 
38.228 0.359447 29.1581 
38.229 0.363682 29.1581 
38.23 0.367388 29.1581 
38.231 0.370564 29.1581 
38.232 0.366329 29.1581 
38.233 0.354154 29.1941 
38.234 0.340919 29.1941 
38.235 0.330332 29.1941 
38.236 0.317097 29.2301 
38.237 0.301745 29.2301 
38.238 0.292746 29.2301 
38.239 0.28904 29.2301 
38.24 0.284276 29.2301 
38.2419 0.28442 29.2301 
38.2438 0.284565 29.2301 
38.2457 0.284709 29.2301 
38.2476 0.284853 29.2301 
38.2495 0.284998 29.2301 
38.2515 0.285142 29.2301 
38.2534 0.285286 29.2301 
38.2553 0.285431 29.2301 
38.2572 0.285575 29.2301 
38.2591 0.28572 29.2301 
38.261 0.285864 29.2301 
38.252 0.363153 29.1581 
38.253 0.353624 29.1941 
38.254 0.34039 29.1941 
38.255 0.329802 29.1941 
38.256 0.320274 29.2301 
38.257 0.307568 29.2301 
38.258 0.29751 29.2301 
38.259 0.291158 29.2301 
38.26 0.287981 29.2301 
38.261 0.285864 29.2301 
38.262 0.287452 29.2301 
38.263 0.295922 29.1941 
38.264 0.308098 29.1941 
38.265 0.319215 29.1941 
38.266 0.330332 29.1581 
38.267 0.343037 29.1581 
38.268 0.355742 29.1581 
38.269 0.364741 29.1581 
38.27 0.367388 29.1581 
38.271 0.358822 29.1647 
38.272 0.350256 29.1712 
38.273 0.341689 29.1778 
38.274 0.333123 29.1843 
38.275 0.324557 29.1908 
38.276 0.31599 29.1974 
38.277 0.307424 29.2039 
38.278 0.298858 29.2105 
38.279 0.290291 29.217 
38.28 0.281725 29.2236 
38.281 0.273159 29.2301 
38.282 0.278453 29.2301 
38.283 0.286923 29.2301 
38.284 0.29804 29.1941 
38.285 0.311274 29.1941 
38.286 0.327155 29.1581 
38.287 0.34039 29.1581 
38.288 0.346742 29.1581 
38.289 0.353095 29.1581 
38.29 0.35733 29.1581 
38.291 0.355212 29.1941 
38.292 0.347272 29.1941 
38.293 0.337214 29.1941 
38.294 0.327685 29.1941 
38.295 0.316568 29.2301 
38.296 0.304922 29.2301 
38.297 0.29751 29.2301 
38.298 0.294334 29.2301 
38.299 0.286923 29.2301 
38.3 0.277394 29.2301 
38.301 0.284709 29.2236 
38.302 0.292024 29.217 
38.303 0.299339 29.2105 
38.304 0.306654 29.2039 
38.305 0.313969 29.1974 
38.306 0.321284 29.1908 
38.307 0.328599 29.1843 
38.308 0.335914 29.1778 
38.309 0.343229 29.1712 
38.31 0.350544 29.1647 
38.311 0.357859 29.1581 
38.312 0.349389 29.1941 
38.313 0.337214 29.1941 
38.314 0.327155 29.1941 
38.315 0.318156 29.2301 
38.316 0.305451 29.2301 
38.317 0.292746 29.2301 
38.318 0.284805 29.2301 
38.319 0.278982 29.2301 
38.32 0.27263 29.2661 
38.321 0.279848 29.2563 
38.322 0.287067 29.2465 
38.323 0.294286 29.2367 
38.324 0.301505 29.2268 
38.325 0.308723 29.217 
38.326 0.315942 29.2072 
38.327 0.323161 29.1974 
38.328 0.33038 29.1876 
38.329 0.337599 29.1778 
38.33 0.344817 29.1679 
38.331 0.352036 29.1581 
38.332 0.345684 29.1941 
38.333 0.333508 29.1941 
38.334 0.321332 29.1941 
38.335 0.312333 29.2301 
38.336 0.299628 29.2301 
38.337 0.285864 29.2301 
38.338 0.278453 29.2301 
38.339 0.273688 29.2301 
38.34 0.269983 29.2661 
38.341 0.267336 29.2301 
38.342 0.271571 29.2301 
38.343 0.2811 29.2301 
38.344 0.292746 29.2301 
38.345 0.303333 29.1941 
38.346 0.317627 29.1941 
38.347 0.33139 29.1581 
38.348 0.340919 29.1581 
38.349 0.345154 29.1941 
38.35 0.346213 29.1581 
38.351 0.339524 29.1647 
38.352 0.332834 29.1712 
38.353 0.326145 29.1778 
38.354 0.319455 29.1843 
38.355 0.312766 29.1908 
38.356 0.306077 29.1974 
38.357 0.299387 29.2039 
38.358 0.292698 29.2105 
38.359 0.286008 29.217 
38.36 0.279319 29.2236 
38.361 0.27263 29.2301 
38.362 0.277923 29.2301 
38.363 0.287452 29.2301 
38.364 0.300687 29.1941 
38.365 0.31445 29.1941 
38.366 0.327685 29.1941 
38.367 0.339331 29.1581 
38.368 0.349919 29.1581 
38.369 0.359977 29.1581 
38.37 0.364741 29.1581 
38.371 0.362094 29.1581 
38.372 0.353624 29.1941 
38.373 0.345154 29.1941 
38.374 0.334037 29.1941 
38.375 0.321862 29.1941 
38.376 0.309686 29.2301 
38.377 0.301745 29.2301 
38.378 0.295922 29.2301 
38.379 0.28904 29.2301 
38.38 0.283217 29.2301 
38.381 0.292409 29.2236 
38.382 0.301601 29.217 
38.383 0.310793 29.2105 
38.384 0.319985 29.2039 
38.385 0.329177 29.1974 
38.386 0.338369 29.1908 
38.387 0.347561 29.1843 
38.388 0.356752 29.1778 
38.389 0.365944 29.1712 
38.39 0.375136 29.1647 
38.391 0.384328 29.1581 
38.392 0.374799 29.1581 
38.393 0.363682 29.1581 
38.394 0.354154 29.1581 
38.395 0.343037 29.1941 
38.396 0.326097 29.1941 
38.397 0.313921 29.1941 
38.398 0.310215 29.1941 
38.399 0.305451 29.2301 
38.4 0.301216 29.2301 
38.401 0.302275 29.1941 
38.402 0.311803 29.1941 
38.403 0.323979 29.1941 
38.404 0.334567 29.1581 
38.405 0.346213 29.1581 
38.406 0.363682 29.1221 
38.407 0.378505 29.1221 
38.408 0.384858 29.1221 
38.409 0.392269 29.1221 
38.41 0.399151 29.1221 
38.411 0.391836 29.1287 
38.412 0.384521 29.1352 
38.413 0.377206 29.1418 
38.414 0.369891 29.1483 
38.415 0.362576 29.1549 
38.416 0.355261 29.1614 
38.417 0.347946 29.1679 
38.418 0.34063 29.1745 
38.419 0.333315 29.181 
38.42 0.326 29.1876 
38.421 0.318685 29.1941 
38.422 0.324509 29.1581 
38.423 0.337214 29.1581 
38.424 0.349389 29.1581 
38.425 0.360506 29.1221 
38.426 0.374799 29.1221 
38.427 0.390151 29.1221 
38.428 0.401798 29.0861 
38.429 0.410797 29.0861 
38.43 0.415561 29.0861 
38.431 0.41715 29.1221 
38.432 0.410797 29.1221 
38.433 0.397033 29.1221 
38.434 0.383269 29.1581 
38.435 0.370564 29.1581 
38.436 0.356801 29.1581 
38.437 0.346213 29.1581 
38.438 0.338272 29.1941 
38.439 0.332449 29.1941 
38.44 0.329802 29.1941 
38.441 0.33731 29.1876 
38.442 0.344817 29.181 
38.443 0.352325 29.1745 
38.444 0.359832 29.1679 
38.445 0.36734 29.1614 
38.446 0.374848 29.1549 
38.447 0.382355 29.1483 
38.448 0.389863 29.1418 
38.449 0.39737 29.1352 
38.45 0.404878 29.1287 
38.451 0.412385 29.1221 
38.452 0.407091 29.1221 
38.453 0.397563 29.1221 
38.454 0.384858 29.1581 
38.455 0.371623 29.1581 
38.456 0.358918 29.1581 
38.457 0.347801 29.1581 
38.458 0.34039 29.1941 
38.459 0.335096 29.1941 
38.46 0.334037 29.1581 
38.461 0.337214 29.1581 
38.462 0.343566 29.1581 
38.463 0.352566 29.1581 
38.464 0.364212 29.1221 
38.465 0.377976 29.1221 
38.466 0.392798 29.1221 
38.467 0.403386 29.1221 
38.468 0.410268 29.0861 
38.469 0.417679 29.0861 
38.47 0.418738 29.1221 
38.471 0.411134 29.1254 
38.472 0.40353 29.1287 
38.473 0.395926 29.1319 
38.474 0.388323 29.1352 
38.475 0.380719 29.1385 
38.476 0.373115 29.1418 
38.477 0.365511 29.145 
38.478 0.357907 29.1483 
38.479 0.350304 29.1516 
38.48 0.3427 29.1549 
38.481 0.335096 29.1581 
38.482 0.343037 29.1581 
38.483 0.351507 29.1581 
38.484 0.360506 29.1581 
38.485 0.372682 29.1221 
38.486 0.389093 29.1221 
38.487 0.400739 29.1221 
38.488 0.407091 29.0861 
38.489 0.412385 29.0861 
38.49 0.413973 29.1221 
38.491 0.406273 29.1254 
38.492 0.398573 29.1287 
38.493 0.390873 29.1319 
38.494 0.383173 29.1352 
38.495 0.375473 29.1385 
38.496 0.367773 29.1418 
38.497 0.360073 29.145 
38.498 0.352373 29.1483 
38.499 0.344673 29.1516 
38.5 0.336973 29.1549 
38.501 0.329273 29.1581 
38.502 0.33986 29.1581 
38.503 0.350977 29.1581 
38.504 0.358918 29.1581 
38.505 0.370564 29.1221 
38.506 0.388563 29.1221 
38.507 0.401798 29.1221 
38.508 0.406562 29.1221 
38.509 0.40815 29.1221 
38.51 0.409209 29.1221 
38.511 0.401509 29.1287 
38.512 0.393809 29.1352 
38.513 0.386109 29.1418 
38.514 0.378409 29.1483 
38.515 0.370709 29.1549 
38.516 0.363009 29.1614 
38.517 0.355309 29.1679 
38.518 0.347609 29.1745 
38.519 0.339909 29.181 
38.52 0.332209 29.1876 
38.521 0.324509 29.1941 
38.512 0.394386 29.1221 
38.513 0.380623 29.1581 
38.514 0.369506 29.1581 
38.515 0.359447 29.1581 
38.516 0.347801 29.1581 
38.517 0.33986 29.1581 
38.518 0.334567 29.1941 
38.519 0.330861 29.1941 
38.52 0.326097 29.1941 
38.521 0.332401 29.1876 
38.522 0.338705 29.181 
38.523 0.34501 29.1745 
38.524 0.351314 29.1679 
38.525 0.357619 29.1614 
38.526 0.363923 29.1549 
38.527 0.370228 29.1483 
38.528 0.376532 29.1418 
38.529 0.382836 29.1352 
38.53 0.389141 29.1287 
38.531 0.395445 29.1221 
38.532 0.385916 29.1581 
38.533 0.372153 29.1581 
38.534 0.358389 29.1581 
38.535 0.347272 29.1581 
38.536 0.338802 29.1941 
38.537 0.330861 29.1941 
38.538 0.322391 29.1941 
38.539 0.316568 29.1941 
38.54 0.316038 29.1941 
38.541 0.319215 29.1941 
38.542 0.325567 29.1581 
38.543 0.336684 29.1581 
38.544 0.349389 29.1581 
38.545 0.362094 29.1221 
38.546 0.374799 29.1221 
38.547 0.385916 29.1221 
38.548 0.396504 29.1221 
38.549 0.402856 29.1221 
38.55 0.401798 29.1221 
38.551 0.394098 29.1287 
38.552 0.386398 29.1352 
38.553 0.378698 29.1418 
38.554 0.370998 29.1483 
38.555 0.363297 29.1549 
38.556 0.355597 29.1614 
38.557 0.347897 29.1679 
38.558 0.340197 29.1745 
38.559 0.332497 29.181 
38.56 0.324797 29.1876 
38.561 0.317097 29.1941 
38.562 0.323979 29.1941 
38.563 0.33139 29.1581 
38.564 0.341449 29.1581 
38.565 0.35733 29.1221 
38.566 0.372153 29.1221 
38.567 0.380623 29.1221 
38.568 0.386446 29.1221 
38.569 0.390681 29.1221 
38.57 0.390151 29.1221 
38.571 0.381152 29.1581 
38.572 0.369506 29.1581 
38.573 0.359977 29.1581 
38.574 0.350977 29.1581 
38.575 0.337214 29.1941 
38.576 0.324509 29.1941 
38.577 0.317627 29.1941 
38.578 0.312333 29.1941 
38.579 0.304922 29.2301 
38.58 0.300157 29.1941 
38.581 0.306943 29.1908 
38.582 0.313728 29.1876 
38.583 0.320514 29.1843 
38.584 0.3273 29.181 
38.585 0.334085 29.1778 
38.586 0.340871 29.1745 
38.587 0.347657 29.1712 
38.588 0.354442 29.1679 
38.589 0.361228 29.1647 
38.59 0.368014 29.1614 
38.591 0.374799 29.1581 
38.592 0.363153 29.1581 
38.593 0.350448 29.1581 
38.594 0.34039 29.1941 
38.595 0.327685 29.1941 
38.596 0.312862 29.1941 
38.597 0.302275 29.2301 
38.598 0.29751 29.2301 
38.599 0.293275 29.2301 
38.6 0.290099 29.2301 
38.601 0.297173 29.2236 
38.602 0.304248 29.217 
38.603 0.311322 29.2105 
38.604 0.318397 29.2039 
38.605 0.325471 29.1974 
38.606 0.332545 29.1908 
38.607 0.33962 29.1843 
38.608 0.346694 29.1778 
38.609 0.353769 29.1712 
38.61 0.360843 29.1647 
38.611 0.367918 29.1581 
38.612 0.355742 29.1581 
38.613 0.341978 29.1941 
38.614 0.33139 29.1941 
38.615 0.320803 29.1941 
38.616 0.307568 29.2301 
38.617 0.29804 29.2301 
38.618 0.291158 29.2301 
38.619 0.287452 29.2301 
38.62 0.286923 29.2301 
38.621 0.290628 29.1941 
38.622 0.299628 29.1941 
38.623 0.312862 29.1941 
38.624 0.325567 29.1581 
38.625 0.337214 29.1581 
38.626 0.347272 29.1581 
38.627 0.356801 29.1581 
38.628 0.367918 29.1221 
38.629 0.373211 29.1581 
38.63 0.372682 29.1581 
38.631 0.365752 29.1614 
38.632 0.358822 29.1647 
38.633 0.351892 29.1679 
38.634 0.344962 29.1712 
38.635 0.338032 29.1745 
38.636 0.331102 29.1778 
38.637 0.324172 29.181 
38.638 0.317242 29.1843 
38.639 0.310312 29.1876 
38.64 0.303382 29.1908 
38.641 0.296452 29.1941 
38.642 0.30598 29.1941 
38.643 0.317097 29.1941 
38.644 0.330861 29.1581 
38.645 0.347801 29.1581 
38.646 0.360506 29.1581 
38.647 0.367388 29.1221 
38.648 0.373211 29.1221 
38.649 0.376388 29.1221 
38.65 0.37427 29.1581 
38.651 0.366329 29.1581 
38.652 0.356801 29.1581 
38.653 0.347272 29.1581 
38.654 0.335625 29.1941 
38.655 0.321332 29.1941 
38.656 0.311274 29.1941 
38.657 0.307568 29.1941 
38.658 0.302275 29.2301 
38.659 0.295393 29.2301 
38.66 0.293805 29.1941 
38.661 0.300879 29.1908 
38.662 0.307953 29.1876 
38.663 0.315028 29.1843 
38.664 0.322102 29.181 
